Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Brand
ACURA ILX,2,4,SemiAuto-5,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV02.0JA3,small car,5,24,35,28,7,No,316,ACURA
ACURA MDX,3.5,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV03.5XA4,small SUV,5,18,27,21,5,No,416,ACURA
ACURA RDX,3.5,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXT03.5EV3,small SUV,5,19,27,22,5,No,399,ACURA
ACURA RLX,3.5,6,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXV03.5XA4,midsize car,5,20,31,24,6,No,378,ACURA
ACURA TLX,2.4,4,AutoMan-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FHNXJ02.42A3,small car,5,24,35,28,7,No,316,ACURA
ALFA ROMEO 4C,1.8,4,AutoMan-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFTGV01.85P0,small car,5,24,34,28,7,No,317,ALFA ROMEO
ASTON MARTIN DB9,5.9,12,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FASXV05.9VH1,small car,5,13,19,15,3,No,587,ASTON MARTIN
ASTON MARTIN Rapide S,6,12,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FASXV06.0VHB,small car,5,14,22,17,4,No,534,ASTON MARTIN
ASTON MARTIN V12 Vantage S,6,12,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FASXV06.0VHB,small car,5,12,18,14,2,No,628,ASTON MARTIN
ASTON MARTIN V8 Vantage,4.7,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FASXV04.7VH2,small car,5,14,21,16,3,No,552,ASTON MARTIN
ASTON MARTIN V8 Vantage S,4.7,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FASXV04.7VH2,small car,5,14,21,16,3,No,552,ASTON MARTIN
ASTON MARTIN Vanquish,6,12,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FASXV06.0VHB,small car,5,13,21,16,3,No,557,ASTON MARTIN
ASTON MARTIN Vantage GT,4.7,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FASXV04.7VH2,small car,5,14,21,16,3,No,552,ASTON MARTIN
AUDI A3,2,4,AMS-6,4WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,FVGAV02.0APA,small car,9,24,33,27,7,Yes,323,AUDI
AUDI A3 Cabriolet,2,4,AMS-6,4WD,Gasoline,FA,B2,Federal Tier 2 Bin 2,FVGAV02.0APA,small car,9,23,32,26,6,No,334,AUDI
AUDI A4,2,4,Man-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV02.0AUB,small car,5,22,32,26,6,No,343,AUDI
AUDI A5,2,4,Man-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV02.0AUB,small car,5,22,32,26,6,No,343,AUDI
AUDI A6,2,4,SCV-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV02.0AUB,midsize car,5,25,33,28,7,No,320,AUDI
AUDI A7,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAJ03.0AUD,midsize car,5,18,28,21,5,No,416,AUDI
AUDI A8,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV03.0AUE,midsize car,5,19,29,22,5,No,397,AUDI
AUDI A8 L,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV03.0AUE,large car,5,19,29,22,5,No,397,AUDI
AUDI Q3,2,4,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV02.0AUA,small car,5,20,28,23,5,No,387,AUDI
AUDI Q5,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAJ03.0AUD,small SUV,5,18,26,21,5,No,429,AUDI
AUDI Q5 Hybrid,2,4,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAT02.0AUH,small SUV,5,24,30,26,6,No,337,AUDI
AUDI Q7,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAT03.0ALT,standard SUV,5,16,22,18,4,No,498,AUDI
AUDI R8,4.2,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.2NLC,small car,5,14,23,17,4,No,538,AUDI
AUDI R8 Spyder,4.2,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.2NLC,small car,5,14,23,17,4,No,538,AUDI
AUDI RS5,4.2,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.2NLB,small car,5,16,23,18,4,No,480,AUDI
AUDI RS5 Cabriolet,4.2,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.2NLB,small car,5,16,22,18,4,No,486,AUDI
AUDI RS7,4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.0NUA,midsize car,5,15,25,18,4,No,497,AUDI
AUDI S3,2,4,AMS-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV02.0AUA,small car,5,23,31,26,6,No,340,AUDI
AUDI S4,3,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAJ03.0AUD,small car,5,18,28,21,5,No,413,AUDI
AUDI S5,3,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAJ03.0AUD,small car,5,18,28,21,5,No,413,AUDI
AUDI S5 Cabriolet,3,6,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAJ03.0AUD,small car,5,18,26,21,5,No,428,AUDI
AUDI S6,4,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.0NUA,midsize car,5,17,27,20,5,No,441,AUDI
AUDI S7,4,8,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.0NUA,midsize car,5,17,27,20,5,No,441,AUDI
AUDI S8,4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.0NUA,midsize car,5,17,27,20,5,No,442,AUDI
AUDI SQ5,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAJ03.0AUD,small SUV,5,17,24,19,4,No,458,AUDI
AUDI TT Coupe,2,4,AMS-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV02.0AUA,small car,5,22,31,26,6,No,345,AUDI
AUDI TT Roadster,2,4,AMS-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV02.0AUA,small car,5,22,31,26,6,No,345,AUDI
BENTLEY Continental GT,4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.0NUA,small car,5,15,25,19,4,No,475,BENTLEY
BENTLEY Continental GT Convertible,4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.0NUA,small car,5,14,24,17,4,No,517,BENTLEY
BENTLEY Flying Spur,4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV04.0NUA,midsize car,5,14,24,17,4,No,517,BENTLEY
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV06.8ELP,midsize car,5,11,18,13,1,No,688,BENTLEY
BMW 228i,2,4,Man-6,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small car,6,22,34,26,6,No,341,BMW
BMW 320i,2,4,Man-6,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small car,6,23,36,27,7,Yes,322,BMW
BMW 328i,2,4,Man-6,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small car,6,22,34,26,6,No,341,BMW
BMW 328i Gran Turismo,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,large car,6,22,33,26,6,No,340,BMW
BMW 328i Sports Wagon,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,station wagon,6,22,33,26,6,No,340,BMW
BMW 335i,3,6,Man-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,small car,5,20,28,23,5,No,393,BMW
BMW 335i Gran Turismo,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,large car,5,20,30,24,6,No,377,BMW
BMW 428i Convertible,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small car,6,21,33,25,6,No,354,BMW
BMW 428i Coupe,2,4,Man-6,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small car,6,22,34,26,6,No,341,BMW
BMW 428i Gran Coupe,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small car,6,22,32,26,6,No,344,BMW
BMW 435i Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,small car,5,20,29,23,5,No,382,BMW
BMW 435i Coupe,3,6,Man-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,small car,5,20,28,23,5,No,393,BMW
BMW 435i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,small car,5,20,31,24,6,No,375,BMW
BMW 528i,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,midsize car,6,22,33,26,6,No,340,BMW
BMW 535i,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0F10,midsize car,5,20,29,23,5,No,382,BMW
BMW 535i Gran Turismo,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0F10,large car,5,18,26,21,5,No,418,BMW
BMW 550i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,midsize car,5,16,25,19,4,No,461,BMW
BMW 550i Gran Turismo,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,large car,5,16,24,19,4,No,477,BMW
BMW 640i,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0F10,small car,5,20,29,23,5,No,382,BMW
BMW 640i Convertible,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0F10,small car,5,20,29,23,5,No,382,BMW
BMW 640i Gran Coupe,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0F10,small car,5,20,29,23,5,No,382,BMW
BMW 650i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,small car,5,16,25,19,4,No,461,BMW
BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,small car,5,16,24,19,4,No,477,BMW
BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,small car,5,16,24,19,4,No,477,BMW
BMW 740Li,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0F10,large car,5,19,28,22,5,No,400,BMW
BMW 740i,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0F10,large car,5,19,29,23,5,No,394,BMW
BMW 750Li,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,large car,5,16,24,19,4,No,477,BMW
BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,large car,5,16,24,19,4,No,477,BMW
BMW 760Li,6,12,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV06.0N74,large car,5,13,20,15,3,No,586,BMW
BMW ActiveHybrid 3,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0AH3,small car,5,25,33,28,7,No,314,BMW
BMW ActiveHybrid 5,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0AH5,midsize car,5,23,30,26,6,No,346,BMW
BMW ActiveHybrid 7L,3,6,SemiAuto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0AH5,large car,5,22,30,25,6,No,350,BMW
BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,small car,5,16,24,19,4,No,477,BMW
BMW Alpina B7 LWB,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,large car,5,16,24,19,4,No,477,BMW
BMW Alpina B7 SWB,4.4,8,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4N63,large car,5,16,24,19,4,No,477,BMW
BMW M235i,3,6,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,small car,5,19,28,22,5,No,392,BMW
BMW M3,3,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0S55,small car,5,17,24,19,4,No,459,BMW
BMW M4 Convertible,3,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0S55,small car,5,17,24,19,4,No,458,BMW
BMW M4 Coupe,3,6,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV03.0S55,small car,5,17,24,19,4,No,459,BMW
BMW M5,4.4,8,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4S63,midsize car,5,14,20,16,3,No,554,BMW
BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4S63,small car,5,14,20,16,3,No,554,BMW
BMW M6 Coupe,4.4,8,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4S63,small car,5,14,20,16,3,No,554,BMW
BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXV04.4S63,small car,5,14,20,16,3,No,554,BMW
BMW X1 sDrive28i,2,4,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,large car,6,23,34,27,7,Yes,334,BMW
BMW X1 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,large car,6,22,32,26,6,No,345,BMW
BMW X1 xDrive35i,3,6,SemiAuto-6,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,large car,5,18,27,21,5,No,423,BMW
BMW X3 sDrive28i,2,4,SemiAuto-8,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small SUV,6,21,28,24,6,No,372,BMW
BMW X3 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small SUV,6,21,28,24,6,No,372,BMW
BMW X3 xDrive35i,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,small SUV,5,19,26,21,5,No,415,BMW
BMW X4 xDrive28i,2,4,SemiAuto-8,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small SUV,6,20,28,23,5,No,386,BMW
BMW X4 xDrive35i,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXJ03.0N55,small SUV,5,19,27,22,5,No,413,BMW
BMW X5,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXT03.0F15,standard SUV,5,18,27,21,5,No,419,BMW
BMW X6,3,6,SemiAuto-8,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FBMXT03.0F15,standard SUV,5,18,27,21,5,No,419,BMW
BMW Z4,2,4,Man-6,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,FBMXJ02.0N20,small car,6,22,34,26,6,No,337,BMW
BUGATTI Veyron,8,16,AMS-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FVGAV08.0GLB,small car,5,8,15,10,1,No,847,BUGATTI
BUICK Enclave,3.6,6,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT03.6151,standard SUV,6,16,22,18,4,No,494,BUICK
BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.4099,small SUV,6,23,30,26,6,No,341,BUICK
BUICK Lacrosse,2.4,4,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FGMXV02.4060,midsize car,5,25,36,29,7,No,310,BUICK
BUICK Regal,2,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV02.0021,midsize car,6,20,31,24,6,No,369,BUICK
BUICK Verano,2,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV02.0021,small car,6,20,31,24,6,No,369,BUICK
CADILLAC ATS,2,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV02.0021,small car,6,19,30,23,5,No,387,CADILLAC
CADILLAC CTS,2,4,SemiAuto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV02.0021,midsize car,6,19,28,22,5,No,404,CADILLAC
CADILLAC Escalade,6.2,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,14,21,16,3,No,555,CADILLAC
CADILLAC Escalade ESV,6.2,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,14,20,16,3,No,548,CADILLAC
CADILLAC SRX,3.6,6,SemiAuto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ03.6165,standard SUV,6,16,23,18,4,No,482,CADILLAC
CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ03.6165,large car,6,17,26,20,5,No,437,CADILLAC
CADILLAC XTS Limo,3.6,6,SemiAuto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV03.6167,special purpose,6,14,21,17,4,No,528,CADILLAC
CHEVROLET Camaro,3.6,6,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ03.6165,small car,6,19,30,22,5,No,397,CHEVROLET
CHEVROLET City Express,2,4,CVT,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FNSXT02.0G2A,special purpose,5,24,26,25,6,No,353,CHEVROLET
CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT02.5200,pickup,6,19,25,21,5,No,422,CHEVROLET
CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FGMXV06.2090,small car,5,17,29,21,5,No,424,CHEVROLET
CHEVROLET Cruze,1.4,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.8011,midsize car,6,26,38,30,7,Yes,293,CHEVROLET
CHEVROLET Cruze Eco,1.4,4,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.8011,midsize car,6,26,39,31,8,Yes,291,CHEVROLET
CHEVROLET Equinox,2.4,4,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXJ02.4199,small SUV,6,20,29,23,5,No,379,CHEVROLET
CHEVROLET Express 2500,4.8,8,Auto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0394,van,2,11,17,13,1,No,675,CHEVROLET
CHEVROLET Express 3500,4.8,8,Auto-6,2WD,Gasoline,FC,B8,Federal Tier 2 Bin 8,FGMXT06.0394,van,2,11,17,13,1,No,678,CHEVROLET
CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,Gasoline,FA,B3,Federal Tier 2 Bin 3,FGMXJ02.5150,large car,7,22,31,25,6,No,355,CHEVROLET
CHEVROLET Malibu,2,4,SemiAuto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV02.0021,midsize car,6,21,30,24,6,No,371,CHEVROLET
CHEVROLET SS,6.2,8,SemiAuto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FGMXV07.0088,large car,5,14,21,17,4,No,538,CHEVROLET
CHEVROLET Silverado 15,5.3,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,15,19,17,4,No,523,CHEVROLET
CHEVROLET Sonic,1.4,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.8011,small car,6,29,40,33,8,Yes,271,CHEVROLET
CHEVROLET Sonic 5,1.4,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.8011,midsize car,6,29,40,33,8,Yes,271,CHEVROLET
CHEVROLET Sonic 5 RS,1.4,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.8011,midsize car,6,27,34,30,7,Yes,298,CHEVROLET
CHEVROLET Sonic RS,1.4,4,Man-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.8011,small car,6,27,34,30,7,Yes,298,CHEVROLET
CHEVROLET Spark,1.2,4,CVT,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.8011,small car,6,30,39,34,8,Yes,264,CHEVROLET
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,15,22,18,4,No,503,CHEVROLET
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT06.2374,standard SUV,6,16,22,18,4,No,498,CHEVROLET
CHEVROLET Traverse,3.6,6,Auto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXT03.6151,standard SUV,6,16,23,19,4,No,476,CHEVROLET
CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FGMXV01.4099,small SUV,6,24,31,27,7,Yes,330,CHEVROLET
CHRYSLER 200,2.4,4,Auto-9,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXJ02.45P0,midsize car,6,23,36,28,7,Yes,322,CHRYSLER
CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXV03.65P1,large car,6,18,27,21,5,No,413,CHRYSLER
CHRYSLER Town & Country,3.6,6,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXJ03.65P0,minivan,6,17,25,20,5,No,444,CHRYSLER
DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXV03.65P1,midsize car,6,19,30,23,5,No,389,DODGE
DODGE Challenger SRT8,6.2,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FCRXV06.25P3,midsize car,5,13,22,16,3,No,556,DODGE
DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXV03.65P1,large car,6,18,27,21,5,No,413,DODGE
DODGE Charger SRT8,6.2,8,Auto-8,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FCRXV06.25P3,large car,5,13,22,16,3,No,556,DODGE
DODGE Dart,1.4,4,AutoMan-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FCRXJ01.45P0,midsize car,5,27,37,31,8,Yes,288,DODGE
DODGE Dart Aero,1.4,4,AutoMan-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FCRXJ01.45P0,midsize car,5,28,40,32,8,Yes,275,DODGE
DODGE Dart GT,2.4,4,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXJ02.45P0,midsize car,6,22,31,26,6,No,346,DODGE
DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXT05.75P0,standard SUV,6,14,22,16,3,No,542,DODGE
DODGE Grand Caravan,3.6,6,Auto-6,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXJ03.65P0,minivan,6,17,25,20,5,No,444,DODGE
DODGE Journey,2.4,4,Auto-4,2WD,Gasoline,FC,B4,Federal Tier 2 Bin 4,FCRXJ02.45P0,small SUV,6,19,26,21,5,No,419,DODGE
DODGE Viper SRT,8.4,10,Man-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FCRXV08.45P0,small car,5,12,21,15,3,No,587,DODGE
FERRARI 458 Italia,4.5,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFEXV04.3GDI,small car,5,13,17,14,2,No,622,FERRARI
FERRARI 458 Speciale,4.5,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFEXV04.3GDI,small car,5,13,17,14,2,No,622,FERRARI
FERRARI 458 Speciale Spider,4.5,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFEXV04.3GDI,small car,5,13,17,14,2,No,622,FERRARI
FERRARI 458 Spider,4.5,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFEXV04.3GDI,small car,5,13,17,14,2,No,622,FERRARI
FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFEXV03.9TUR,small car,5,16,23,18,4,No,488,FERRARI
FERRARI F12,6.3,12,AutoMan-7,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFEXV06.3GDI,small car,5,11,16,13,1,No,679,FERRARI
FERRARI FF,6.3,12,AutoMan-7,4WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FFEXV06.3GDI,midsize car,5,11,16,13,1,No,697,FERRARI
FIAT 500,1.4,4,Auto-6,2WD,Gasoline,FA,B5,Federal Tier 2 Bin 5,FCRXJ01.45P0,small car,5,24,32,27,7,No,322,FIAT
